text,label
Not sure what to do. Should I rebalance my portfolio annually or only when it drifts significantly?,finance
Should I rent a place remotely or stay in temporary housing when I first arrive?,relocation
I got into my dream school for the wrong major. Should I go anyway? Feeling so lost.,education
Really struggling with this. I'm 48 and thinking about completely changing careers from legal to creative arts. Am I crazy?,career
I'm happier when my partner is away on trips. What does that say about us? Any advice?,relationship
Should I accept a job that requires me to move to Spain?,relocation
Should I pursue a terminal master's or go straight for the doctorate? Am I overthinking this?,education
Help! We want completely different things in life. Should we break up now or hope things change?,relationship
Help! My industry is dying and I need to reskill. What's the fastest path to something stable?,career
Should I learn the language before moving to Colombia or learn when I get there? What would you do?,relocation
Here's my situation. Should I count calories or focus on eating whole foods?,health
My partner wants to go vegan but I love meat. How do we make meals work? Any advice?,health
Should I see a registered dietitian or figure out nutrition myself? Feeling so lost.,health
I need advice. My friend keeps giving me stock tips. Should I listen or stick to my plan?,finance
My kid wants a dog but I know I'll be the one taking care of it. Should we get one? Any advice?,family
My co-founder and I keep disagreeing on direction. Should we split up? Am I overthinking this?,career
Help! Should I have a nighttime routine or just collapse into bed?,lifestyle
Really struggling with this. My kid is being bullied. Should I call the school or teach them to handle it?,family
"Should I move in with my partner to save money, or is that a terrible reason? What would you do?",relationship
Should I stop celebrating birthdays with gifts and just spend time together? Feeling so lost.,lifestyle
Here's my situation. I got my AWS certification but nobody will hire me without experience. Catch-22?,career
We're debating between permissive parenting and unconditional parenting. Which is better?,family
Big decision ahead. Should I see a registered dietitian or figure out nutrition myself?,health
Not sure what to do. Is it better to have a strict morning routine or go with the flow?,lifestyle
My child wants to go to a party where I know there will be drinking. Should I let them? Please help me decide.,family
Should I use my entire savings for a down payment or keep an emergency fund? Feeling so lost.,finance
My current employer countered my resignation with a huge raise. Should I stay? Has anyone been through this?,career
Should I get a third-year mortgage or stretch it to {year2} years for lower payments? Any advice?,finance
Help! Is an MBA worth it at 33 with 5 years of experience?,education
Thinking about pivoting from corporate life to creative work. Anyone done this? Any advice?,career
"I got into a top graduate program but have to take on $100,000 in loans. Should I go? Please help me decide.",education
My partner has terrible habits around cleaning. How do I address this? Feeling so lost.,relationship
Should I buy less stuff or buy higher quality stuff? Has anyone been through this?,lifestyle
Really struggling with this. I got into my dream school for the wrong major. Should I go anyway?,education
Big decision ahead. My neighborhood is changing and I don't feel safe anymore. Should I move?,relocation
Should I hire an international moving company or do it myself? Please help me decide.,relocation
Big decision ahead. Should I use a robo-advisor or manage my investments myself?,finance
Should I double major or focus on one thing and do it well? Am I overthinking this?,education
Not sure what to do. I'm scared of pregnancy and childbirth. Should I reconsider having kids?,family
Big decision ahead. Should I try an elimination diet to figure out my food sensitivities?,health
Should I invest in crypto or is it too risky? Has anyone been through this?,finance
Should I sell my investments to pay off credit card debt? Feeling so lost.,finance
Should I go to a lower-ranked school with full funding or a top school with no aid? Feeling so lost.,education
Help! Should I hire an international moving company or do it myself?,relocation
My child has a learning disability. Should we mainstream them or find a specialized school? I really need some perspective.,family
I'm 55 and thinking about completely changing careers from legal to consulting. Am I crazy? What would you do?,career
Here's my situation. Should I get a fixer-upper and do the work myself or hire contractors?,finance
I've been thinking a lot about this. I got accepted to a big state school for Psychology and an online program for Marketing. Which should I choose?,education
Big decision ahead. We're thinking of retiring abroad in Canada. Has anyone done this?,relocation
Should we make our kids go to church even though we're not religious? Any advice?,family
My doctor cleared me for exercise after a shoulder injury. Should I start slow or push through? Any advice?,health
Should I take a semester off to figure out what I actually want? Feeling so lost.,education
Help! Should I have preventive surgery because of my family history?,health
Not sure what to do. Is an MBA worth it at 27 with 3 years of experience?,education
My spouse got a diplomatic posting to Japan. Should the whole family go? Please help me decide.,relocation
"I need advice. Should I become a single parent by choice, or wait for a partner?",family
My partner wants to move in together after 6 months. Too soon? Am I overthinking this?,relationship
Big decision ahead. My child is struggling socially. Should I arrange playdates or let them figure it out?,family
Help! Should we become foster parents even if we don't plan to adopt?,family
Big decision ahead. Should I get a second-year mortgage or stretch it to {year2} years for lower payments?,finance
Big decision ahead. Should I take out a personal loan to pay off my higher-interest credit cards?,finance
I need advice. My child has a learning disability. Should we mainstream them or find a specialized school?,family
My job is fully remote. Where should I move to maximize my quality of life? Feeling so lost.,relocation
My partner has terrible habits around laundry. How do I address this? Any advice?,relationship
I've been trying to conceive for 10 years. Should we consider fertility treatments? Feeling so lost.,family
Should we make our kids go to church even though we're not religious?,family
I've been thinking a lot about this. I want to simplify my wardrobe to a capsule collection. Where do I start?,lifestyle
Should I keep my business as a side gig or commit to it fully? Any advice?,career
I need advice. Is iron actually beneficial or a waste of money?,health
Should we make our kids go to church even though we're not religious? Has anyone been through this?,family
Big decision ahead. Is it better to invest in ETFs or mutual funds?,finance
Help! We want to move to a better school district but can't afford the houses there. Options?,relocation
Should I minor in something completely different from my major? Please help me decide.,education
Help! I'm a generalist in a world that wants specialists. How do I market myself?,career
Big decision ahead. Should I plan every hour of my day or leave room for spontaneity?,lifestyle
My spouse got a diplomatic posting to Singapore. Should the whole family go? Has anyone been through this?,relocation
Should I participate in a clinical trial for my condition? Please help me decide.,health
I want to start a craft business but everyone says most businesses fail. Should I even try? Has anyone been through this?,career
Help! Is it worth moving to a more expensive city for better career opportunities?,relocation
Should we adopt an older child or wait for an infant? Am I overthinking this?,family
My partner has terrible habits around cleaning. How do I address this? What would you do?,relationship
Should we celebrate every achievement or save praise for big things? Please help me decide.,family
I've been freelancing for a while. Should I go back to a full-time job or keep doing my own thing? Feeling so lost.,career
My partner wants to move in together after 24 months. Too soon? Any advice?,relationship
"I'm only staying because I'm afraid of being alone. That's not a good reason, right? What would you do?",relationship
I need to choose between two treatment plans. How do I decide? Has anyone been through this?,health
Help! Should we start trying for a baby now or wait until we're more financially stable?,family
Should I buy in the city where I work or the suburbs where I can afford more? Please help me decide.,finance
Should my partner and I have kids even though we both have demanding careers? Has anyone been through this?,family
Should I sign a prenup? My partner is offended that I even brought it up. I really need some perspective.,relationship
I need advice. I want to learn to play piano. Should I take lessons or use apps?,lifestyle
Here's my situation. Should I take a huge pay cut to work at a company I'm actually passionate about?,career
Not sure what to do. I want to switch industries but every job posting wants experience I don't have. How do I break in?,career
Is it better to make my bed every morning or does it not matter? Please help me decide.,lifestyle
Should I get a fixer-upper and do the work myself or hire contractors? Please help me decide.,finance
I need advice. Should I hire an international moving company or do it myself?,relocation
I've been thinking a lot about this. Should I take an entry-level position in a new field or hold out for something senior?,career
Should I propose even though I can't afford an expensive ring right now? Feeling so lost.,relationship
My friend keeps giving me stock tips. Should I listen or stick to my plan? Feeling so lost.,finance
I need advice. My partner has terrible habits around laundry. How do I address this?,relationship
Should I eat before my morning workout or train fasted? Please help me decide.,health
Really struggling with this. Is getting a second master's degree in a different field a good idea?,education
Not sure what to do. Should I buy a house now with these high interest rates or wait until next year?,finance
Should I focus on cardio or strength training for weight loss? Has anyone been through this?,health
Should I have my wisdom teeth removed even though they're not bothering me? Feeling so lost.,health
I need to choose between two treatment plans. How do I decide? Please help me decide.,health
Help! My house is full of inherited furniture I don't like. Should I keep it for sentimental reasons?,lifestyle
I'm not sure if I want to be in academia forever. Should I still pursue a PhD? Has anyone been through this?,education
I was diagnosed with anxiety. Should I tell my employer? Feeling so lost.,health
The new job pays 60% more but requires 5 more hours per week. Worth it? Please help me decide.,career
Not sure what to do. Should we split rent 50/50 or proportionally based on income?,relationship
Here's my situation. Should I prioritize my child's happiness or their future success?,family
I'm 50 and have no down payment saved. Should I even think about buying a home?,finance
Should I break up with someone who is perfect on paper but I don't feel excited about? I really need some perspective.,relationship
Should I have preventive surgery because of my family history? Any advice?,health
Should I try physical therapy first or go straight to surgery? Any advice?,health
Help! I have a family. Can I survive grad school while being a parent?,education
Should I max out my 401k or pay off my student loans first? Any advice?,finance
"Big decision ahead. I got into a top JD program but have to take on $10,000 in loans. Should I go?",education
Should I move to a city where I know nobody for my dream job? Feeling so lost.,relocation
Not sure what to do. My nutritionist says I should eat more healthy fats. Should I follow their plan exactly?,health
I've been thinking a lot about this. Is getting an MBA worth it for someone looking to pivot from government to nonprofit?,career
Not sure what to do. I have two offers on the table — one from a stable startup and one from a traditional corporation. How do I choose?,career
Should I hire a personal trainer or figure out workouts on my own? I really need some perspective.,health
I'm being offered a remote position with 20% travel. Is that a good deal? What would you do?,career
Here's my situation. Should I rent a place remotely or stay in temporary housing when I first arrive?,relocation
My religious family doesn't approve of my partner. Should we still have the wedding?,relationship
Should we become foster parents even if we don't plan to adopt? What would you do?,family
I have no hobbies and feel boring. How do I find something I'm passionate about?,lifestyle
I need advice. Should my partner and I have kids even though we both have demanding careers?,family
Should I reward myself for hitting habit milestones or rely on intrinsic motivation? Any advice?,lifestyle
I want to start investing but the market feels really high right now. Should I wait?,finance
Big decision ahead. Is an MBA worth it at 55 with 10 years of experience?,education
I have a family to support so I can't just quit. How do I career change responsibly? What would you do?,career
I'm addicted to buying things when I'm stressed. How do I break this habit? Feeling so lost.,lifestyle
Really struggling with this. I need radiation therapy but my insurance won't cover it. Should I pay out of pocket?,health
I've been thinking a lot about this. Should I invest in individual stocks or stick with index funds?,finance
I want to start investing but the market feels really high right now. Should I wait? What would you do?,finance
We're thinking of moving from San Francisco to Phoenix for a lower cost of living. Worth it? What would you do?,relocation
I've been trying to conceive for 10 years. Should we consider fertility treatments?,family
I have chronic pain and doctors can't find the cause. Should I keep searching? Feeling so lost.,health
Not sure what to do. We're thinking of moving from Boston to Portland for a lower cost of living. Worth it?,relocation
Big decision ahead. My house is full of inherited furniture I don't like. Should I keep it for sentimental reasons?,lifestyle
I'm scared of pregnancy and childbirth. Should I reconsider having kids? Has anyone been through this?,family
Should I turn my hobby into a side business or keep it fun? What would you do?,lifestyle
Should we move before having kids or wait until after? Feeling so lost.,relocation
Should I put down 75% to avoid PMI or keep that money invested? Has anyone been through this?,finance
I need advice. I'm a generalist in a world that wants specialists. How do I market myself?,career
Not sure what to do. We're fighting about screen time limits. What's reasonable for a 25-year-old?,family
Is moving to a country with a completely different culture a bad idea at 27?,relocation
Here's my situation. I'm tired of winter and want to move somewhere warm. Am I being impulsive?,relocation
Should we start trying for a baby now or wait until we're more financially stable? Any advice?,family
My landlord offered to sell me the house I'm renting. Should I buy it? Am I overthinking this?,finance
Should I propose even though I can't afford an expensive ring right now? Has anyone been through this?,relationship
Not sure what to do. Should I do the 30-day minimalism challenge where you get rid of one thing each day?,lifestyle
Not sure what to do. Should I learn the language before moving to the UK or learn when I get there?,relocation
I want to learn to play drums. Should I take lessons or use apps? I really need some perspective.,lifestyle
Should I participate in a clinical trial for my condition?,health
Help! I got recruited by a competitor with a much better package. Should I tell my boss?,career
I've been thinking a lot about this. I'm interested in cybersecurity but the job market looks terrible. Should I study it anyway?,education
Big decision ahead. Should I invest in individual stocks or stick with index funds?,finance
I keep checking my investment app 5 times a day. Is this unhealthy?,finance
Not sure what to do. I've always wanted kids but my partner changed their mind. Now what?,family
Help! I inherited a house that needs major repairs. Should I fix it up or sell as-is?,finance
Should I buy less stuff or buy higher quality stuff? Feeling so lost.,lifestyle
We're thinking of retiring abroad in Germany. Has anyone done this? What would you do?,relocation
"Should I wake up at 5am like all the successful people say, or find my own rhythm? What would you do?",lifestyle
"I found the perfect engagement ring but it's $10,000. Is that too much? Please help me decide.",relationship
Not sure what to do. I want to run a marathon but I've never run more than a mile. Where do I start?,health
My doctor recommended cataract surgery but I'm scared of the risks. What should I do? Please help me decide.,health
Help! Should I invest in crypto or is it too risky?,finance
I need advice. Should I meal prep every Sunday or cook fresh daily?,health
Big decision ahead. Should we make our kids go to church even though we're not religious?,family
I still love my ex but I'm with someone new. Should I reach out?,relationship
Really struggling with this. Should I try {cuisine} cuisine for its supposed longevity benefits?,health
I've been thinking a lot about this. Should I keep a storage unit in my home country or get rid of everything?,relocation
I need advice. Should I get rid of books I've already read or keep them as a library?,lifestyle
Really struggling with this. My friend keeps giving me stock tips. Should I listen or stick to my plan?,finance
Should I meal prep every Sunday or cook fresh daily? Please help me decide.,health
We've been together for 20 years and they still won't commit. Should I wait or leave? Any advice?,relationship
I want to run a marathon but I've never run more than a mile. Where do I start? Am I overthinking this?,health
My parents want me to study Theater but I'm passionate about Engineering. How do I decide? I really need some perspective.,education
Not sure what to do. I got into my dream school for the wrong major. Should I go anyway?,education
My child was diagnosed with autism. Should we tell them or wait? What would you do?,family
I'm happier when my partner is away on trips. What does that say about us? Am I overthinking this?,relationship
I've been thinking a lot about this. We want to move to a better school district but can't afford the houses there. Options?,relocation
Should I study what I'm good at or what challenges me? I really need some perspective.,education
Big decision ahead. Should I invest in Costa Rica emerging markets or stick to domestic?,finance
I'm considering selling everything and living in a tiny house. Am I crazy? Am I overthinking this?,lifestyle
I got my Six Sigma certification but nobody will hire me without experience. Catch-22? Any advice?,career
Should I invest in a taxable brokerage account before maxing retirement accounts? Feeling so lost.,finance
I've been offered a chance to move from sales to product management. Good move? Am I overthinking this?,career
Help! My kid wants a dog but I know I'll be the one taking care of it. Should we get one?,family
My doctor said I need to leave my physically demanding job. How do I transition to something else at 55? What would you do?,career
Should I pick a major based on passion or earning potential? Any advice?,education
Should I freeze my eggs even though I'm not sure I want kids? Any advice?,family
"Help! Should I wake up at 5am like all the successful people say, or find my own rhythm?",lifestyle
I want to build a meditation habit. Should I start with 5 minutes or 20? Feeling so lost.,lifestyle
Is it better to make my bed every morning or does it not matter? I really need some perspective.,lifestyle
I'm scared of healthcare quality in Australia. Should that stop me from moving? I really need some perspective.,relocation
"My dream company finally offered me a role, but it's in a different city. What should I do?",career
I have a family. Can I survive grad school while being a parent?,education
Should I invest in individual stocks or stick with index funds? Feeling so lost.,finance
Is it better to have a strict morning routine or go with the flow? Any advice?,lifestyle
Not sure what to do. Should I journal every morning or only when I feel like it?,lifestyle
Should I invest in Japan emerging markets or stick to domestic? Feeling so lost.,finance
Should I end a 7-year relationship if the sex life has completely died? What would you do?,relationship
Big decision ahead. I'm being transferred and need to sell my house in a down market. Should I rent it out instead?,finance
I'm scared of healthcare quality in Argentina. Should that stop me from moving? What would you do?,relocation
I need advice. Should I plan my week on Sunday night or Monday morning?,lifestyle
Big decision ahead. Should I get a professional certification instead of a full graduate degree?,education
My neighborhood is changing and I don't feel safe anymore. Should I move?,relocation
Big decision ahead. I have no idea what to major in. Should I take a gap year to figure it out?,education
We're considering having our child skip a grade. Good idea or social suicide? Please help me decide.,family
I need advice. My child wants to go to a party where I know there will be drinking. Should I let them?,family
My kid is being bullied. Should I call the school or teach them to handle it? Has anyone been through this?,family
Should I plan every hour of my day or leave room for spontaneity? I really need some perspective.,lifestyle
Really struggling with this. Should I try an elimination diet to figure out my food sensitivities?,health
I have an opportunity to lead a team for the first time but I'm terrified I'll fail. Should I go for it? Am I overthinking this?,career
Is meal replacement shakes a good option for busy days? Has anyone been through this?,health
Big decision ahead. I got my Six Sigma certification but nobody will hire me without experience. Catch-22?,career
Help! My company wants me to open an office in Ireland. Should I take the expat package?,relocation
Really struggling with this. I'm scared of pregnancy and childbirth. Should I reconsider having kids?,family
Help! I'm engaged but having second thoughts. Is this just cold feet or something more?,relationship
Is moving to a country with a completely different culture a bad idea at 28? Please help me decide.,relocation
I'm overwhelmed by all my subscriptions. Should I cancel everything and resubscribe only to what I miss? Any advice?,lifestyle
Big decision ahead. My kid is being bullied. Should I call the school or teach them to handle it?,family
Really struggling with this. My doctor says I need to lose 50 pounds for health reasons. Where do I start?,health
My partner wants a destination wedding but I want my grandparents there. What do we do? I really need some perspective.,relationship
I need advice. Should I read my teen's diary if I'm worried about their mental health?,family
Big decision ahead. Should I ship my furniture overseas or sell everything and start fresh?,relocation
Should I declutter my entire house in one weekend or do it gradually? Feeling so lost.,lifestyle
Is a master's from an online university respected in research? Please help me decide.,education
Really struggling with this. College is destroying my mental health. Should I prioritize my wellbeing or push through?,education
My friend wants me to be their roommate in Seoul. Should I take the plunge? I really need some perspective.,relocation
Should I eat before my morning workout or train fasted?,health
Should I rebalance my portfolio annually or only when it drifts significantly?,finance
I've been thinking a lot about this. My psychiatrist suggested ECT for my depression. Should I consider it?,health
I'm scared of healthcare quality in Colombia. Should that stop me from moving? Has anyone been through this?,relocation
My doctor says I need to reduce sodium. Should I cut it completely? Any advice?,health
Should I see a registered dietitian or figure out nutrition myself? I really need some perspective.,health
I've been thinking a lot about this. I'm scared of healthcare quality in Spain. Should that stop me from moving?,relocation
Should I read my teen's diary if I'm worried about their mental health?,family
Really struggling with this. I'm interested in data science but the job market looks terrible. Should I study it anyway?,education
Should I go to grad school right after undergrad or work first? Has anyone been through this?,education
I need advice. I have a family. Can I survive grad school while being a parent?,education
I want to simplify my wardrobe to a capsule collection. Where do I start? Please help me decide.,lifestyle
"I burned out in my current field and need a change, but I have no idea what else I'm qualified for.",career
"I've been thinking a lot about this. Should I become a single parent by choice, or wait for a partner?",family
Should I take a semester off to figure out what I actually want?,education
Really struggling with this. Should I do a thesis-based or course-based master's program?,education
Should I unsubscribe from all marketing emails or just the ones I never read? Am I overthinking this?,lifestyle
Should I do a thesis-based or course-based master's program? What would you do?,education
Should we start trying for a baby now or wait until we're more financially stable? What would you do?,family
Here's my situation. Should I try an elimination diet to figure out my food sensitivities?,health
I'm considering a no-buy year. Has anyone done this successfully? Feeling so lost.,lifestyle
I found messages between my partner and their coworker. Should I confront them? Any advice?,relationship
Help! Should we make our kids go to church even though we're not religious?,family
Help! Is Business actually a good degree or should I pick something more practical?,education
Really struggling with this. I want to simplify my wardrobe to a capsule collection. Where do I start?,lifestyle
Big decision ahead. My lease is ending. Should I renew or finally make the move I've been dreaming about?,relocation
Should I get vaccinated against hepatitis even though I'm parent?,health
Help! My child is struggling socially. Should I arrange playdates or let them figure it out?,family
I have an opportunity to lead a team for the first time but I'm terrified I'll fail. Should I go for it? Feeling so lost.,career
I need advice. I'm considering selling everything and living in a tiny house. Am I crazy?,lifestyle
Here's my situation. I want to start investing but the market feels really high right now. Should I wait?,finance
I want to start a fitness studio but everyone says most businesses fail. Should I even try? Please help me decide.,career
Here's my situation. Should I give up nuts and seeds completely or allow occasional treats?,health
Should my partner and I have kids even though we both have demanding careers?,family
I'm overwhelmed by all my subscriptions. Should I cancel everything and resubscribe only to what I miss? I really need some perspective.,lifestyle
I've been thinking a lot about this. Should I do a thesis-based or course-based master's program?,education
I've been thinking a lot about this. Should I invest in South Korea emerging markets or stick to domestic?,finance
Really struggling with this. Should I force my kid to eat foods they hate or let them have preferences?,family
I got accepted to State University for Journalism and an online program for Computer Science. Which should I choose? Am I overthinking this?,education
Help! Should we adopt domestically or internationally?,family
Really struggling with this. Should I get genetic testing for bipolar disorder that runs in my family?,health
Should I do a working holiday in Mexico while I'm still young? Am I overthinking this?,relocation
I want to build a meditation habit. Should I start with 5 minutes or 20?,lifestyle
I've been thinking a lot about this. I'm good at {subject1} and {subject2}. Which should I pursue as a career?,education
We agreed to try an open relationship and now I'm miserable. Should I end it?,relationship
I need a biopsy but my insurance won't cover it. Should I pay out of pocket? Feeling so lost.,health
The new job pays 20% more but requires 60 more hours per week. Worth it? Feeling so lost.,career
Really struggling with this. We're married but living like roommates. Is this fixable?,relationship
I've been thinking a lot about this. My employer offers tuition reimbursement for a master's. Should I do it part-time?,education
Help! Should I participate in a clinical trial for my condition?,health
My employer offers tuition reimbursement for a master's. Should I do it part-time? Has anyone been through this?,education
Should we split rent 50/50 or proportionally based on income? Any advice?,relationship
I want to read more books this year. Should I set a number goal or just read daily? Any advice?,lifestyle
We've been together for 8 years and they still won't commit. Should I wait or leave? Am I overthinking this?,relationship
I got into my dream school for the wrong major. Should I go anyway? Has anyone been through this?,education
Help! My manager just told me I'm on a toxic performance plan. Should I start looking now?,career
Here's my situation. Should I do a thesis-based or course-based master's program?,education
I want to stop procrastinating. Should I use the 2-minute rule or time blocking? What would you do?,lifestyle
Help! Should we give our kids an allowance or make them earn money through chores?,family
Not sure what to do. I'm being transferred and need to sell my house in a down market. Should I rent it out instead?,finance
Really struggling with this. I want to switch industries but every job posting wants experience I don't have. How do I break in?,career
Should I max out my 401k or pay off my student loans first? Please help me decide.,finance
I need advice. Should I minimize my kitchen gadgets or keep the ones I use once a year?,lifestyle
I've been thinking a lot about this. Should I double major or focus on one thing and do it well?,education
My partner is emotionally unavailable. Should I keep trying or accept they won't change? Please help me decide.,relationship
We're married but living like roommates. Is this fixable?,relationship
I need advice. I've been offered a transfer to our Toronto office. Should I uproot my family and move?,relocation
Big decision ahead. We've been together for 10 years and they still won't commit. Should I wait or leave?,relationship
I need advice. I've been at my job for 4 years and feel completely stuck. Is it time to move on?,career
I have pets. How do I make an international move less traumatic for them? What would you do?,relocation
I need advice. My company wants me to open an office in Portugal. Should I take the expat package?,relocation
Is History actually a good degree or should I pick something more practical? I really need some perspective.,education
Should I go to grad school right after undergrad or work first? Am I overthinking this?,education
Really struggling with this. Should we celebrate every achievement or save praise for big things?,family
I need advice. Should I pursue a terminal master's or go straight for the doctorate?,education
I'm not sure if I want to be in academia forever. Should I still pursue a PhD? Any advice?,education
Not sure what to do. My parents want to give me money to invest for them. Should I mix our finances?,finance
Here's my situation. We're considering having our child skip a grade. Good idea or social suicide?,family
Really struggling with this. Should I break up with someone who is perfect on paper but I don't feel excited about?,relationship
I got my PMP certification but nobody will hire me without experience. Catch-22? Feeling so lost.,career
I keep failing at my New Year's resolutions. Should I stop making them? Feeling so lost.,lifestyle
I've been thinking a lot about this. My parents want to give me money to invest for them. Should I mix our finances?,finance
I got accepted to a liberal arts school for Sociology and an online program for Pre-Med. Which should I choose?,education
Help! I found messages between my partner and their coworker. Should I confront them?,relationship
Should I invest in New Zealand emerging markets or stick to domestic? What would you do?,finance
Big decision ahead. I failed 4 classes last semester. Should I withdraw or try to recover? Are online degrees from {platform} actually respected by employers?,education
Help! Should I change my last name when I get married? My partner says they don't care either way.,relationship
I'm a generalist in a world that wants specialists. How do I market myself? What would you do?,career
My partner wants to buy and I want to rent. How do we decide? I really need some perspective.,finance
I want to simplify my wardrobe to a capsule collection. Where do I start?,lifestyle
Should I rebalance my portfolio annually or only when it drifts significantly? What would you do?,finance
I need advice. Should I invest in a Roth IRA or traditional IRA?,finance
Really struggling with this. I want to start a craft business but everyone says most businesses fail. Should I even try?,career
My current employer countered my resignation with a huge raise. Should I stay?,career
Should I get vaccinated against pneumonia even though I'm person of color? Please help me decide.,health
"My side hustle is making $5,000 per month. Should I go full-time? Any advice?",career
My friend wants me to be their roommate in Singapore. Should I take the plunge? Am I overthinking this?,relocation
We agreed to try an open relationship and now I'm miserable. Should I end it? Am I overthinking this?,relationship
Here's my situation. I'm 27 and haven't started investing for retirement. Am I too late?,finance
I found a lump. Should I wait to see if it goes away or see a doctor immediately?,health
I need advice. I found my dream house but it's 15% over my budget. Should I stretch?,finance
I've been thinking a lot about this. Should we have kids close together or space them out?,family
We're considering moving to Arizona for the tax benefits. Is that a good enough reason?,relocation
I got recruited by a competitor with a much better package. Should I tell my boss?,career
Big decision ahead. Should I move to a city where I know nobody for my dream job?,relocation
I found messages between my partner and their coworker. Should I confront them?,relationship
Should I do a working holiday in South Korea while I'm still young? I really need some perspective.,relocation
Really struggling with this. Should I sign a prenup? My partner is offended that I even brought it up.,relationship
Should I study what I'm good at or what challenges me? Feeling so lost.,education
I found out my partner has been lying about noise. Is this a dealbreaker? Any advice?,relationship
Help! The job market is rough right now. Should I take an offer I'm not excited about just to have income?,career
I need advice. I'm scared of healthcare quality in the UK. Should that stop me from moving?,relocation
Big decision ahead. Should I hire a personal trainer or figure out workouts on my own?,health
Not sure what to do. My child wants to go to a party where I know there will be drinking. Should I let them?,family
Should I use a robo-advisor or manage my investments myself? I really need some perspective.,finance
I've been a writer for 3 years but my real passion is musician. How do I make the switch? Please help me decide.,career
I've been thinking a lot about this. Should I get a second opinion on my diagnosis or trust my current doctor?,health
I'm scared of marriage because my parents divorced. How do I get past this? What would you do?,relationship
My partner never apologizes. Is this a personality trait or a red flag? Please help me decide.,relationship
Here's my situation. I have a family. Can I survive grad school while being a parent?,education
I have two offers on the table — one from a well-known startup and one from a global corporation. How do I choose? What would you do?,career
We got married young and I feel like I missed out. Is that normal? Am I overthinking this?,relationship
Should I get genetic testing for asthma that runs in my family?,health
Should I move to a smaller town where I can afford a house or stay in the city and rent? What would you do?,relocation
Really struggling with this. My spouse got a diplomatic posting to Vietnam. Should the whole family go?,relocation
I've been thinking a lot about this. Is it better to have a strict morning routine or go with the flow?,lifestyle
Should I tell my child they're adopted or keep it a secret? Feeling so lost.,family
I need advice. Should I invite my toxic ex to my wedding because we share a friend group?,relationship
Should I prioritize my child's happiness or their future success? Please help me decide.,family
Here's my situation. My parents want me to study Communications but I'm passionate about Computer Science. How do I decide?,education
The job market is rough right now. Should I take an offer I'm not excited about just to have income? Has anyone been through this?,career
I've been thinking a lot about this. Should I participate in a clinical trial for my condition?,health
Not sure what to do. Should I have a nighttime routine or just collapse into bed?,lifestyle
Thinking about pivoting from corporate life to creative work. Anyone done this?,career
"Should I move to a place I've vacationed, or is that different from living there? What would you do?",relocation
Big decision ahead. I'm considering moving to Seoul sight unseen for a remote job. Bad idea? We want to move to a better school district but can't afford the houses there. Options?,relocation
"Should I become a single parent by choice, or wait for a partner? I really need some perspective.",family
Should we adopt instead of having biological children? Am I overthinking this?,family
I've been thinking a lot about this. My current employer countered my resignation with a huge raise. Should I stay?,career
I need advice. Should we celebrate every achievement or save praise for big things?,family
Should I move my elderly parent to live with me abroad or visit them frequently? Am I overthinking this?,relocation
I want to stop procrastinating. Should I use the 2-minute rule or time blocking? Feeling so lost.,lifestyle
Here's my situation. My partner wants to buy and I want to rent. How do we decide?,finance
"Should I become a single parent by choice, or wait for a partner? What would you do?",family
I got accepted to the local college for Journalism and a private university for Engineering. Which should I choose? Please help me decide.,education
My religious family doesn't approve of my partner. Should we still have the wedding? Feeling so lost.,relationship
I need advice. Is an MBA worth it at 28 with 15 years of experience?,education
Should I accept a job that requires me to move to France? Am I overthinking this?,relocation
Should we start trying for a baby now or wait until we're more financially stable? Please help me decide.,family
Here's my situation. My teen wants to drop out of sports. Should I make them stick with it?,family
I've been thinking a lot about this. I found a lump. Should I wait to see if it goes away or see a doctor immediately?,health
I'm scared of healthcare quality in the UK. Should that stop me from moving? Am I overthinking this?,relocation
"Big decision ahead. Should I go back to school to make a career change, or can I self-teach my way in?",career
My partner got into grad school in New York. Should I move with them or try long distance? Am I overthinking this?,relocation
Is it better to have a strict morning routine or go with the flow? Please help me decide.,lifestyle
Should I drink bone broth every day for the health benefits? What would you do?,health
My partner's mental health issues are draining me. Is it wrong to leave someone who's struggling? Please help me decide.,relationship
I've been at my job for 25 years and feel completely stuck. Is it time to move on?,career
Really struggling with this. My lease is ending. Should I renew or finally make the move I've been dreaming about?,relocation
I keep thinking about my ex from years ago. Should I contact them or let it go? Has anyone been through this?,relationship
Here's my situation. I've been freelancing for a while. Should I go back to a full-time job or keep doing my own thing?,career
My partner wants 15 kids and I want {num2}. How do we compromise? Feeling so lost.,family
I have two offers on the table — one from a remote-friendly startup and one from a traditional corporation. How do I choose? I really need some perspective.,career
Is a home warranty worth it or a waste of money? Has anyone been through this?,finance
I need advice. Should I put all my money in at once or dollar-cost average?,finance
I need advice. Should I get a professional certification instead of a full graduate degree?,education
Here's my situation. My advisor says I should add a statistics minor to any major I choose. Good advice?,education
"Should I move to a place I've vacationed, or is that different from living there? Any advice?",relocation
"Really struggling with this. I have $30,000 in credit card debt. Should I consolidate or use the avalanche method?",finance
Should I buy a fixer-upper in a great neighborhood or a move-in ready home in an okay area? Has anyone been through this?,finance
Here's my situation. Should we start trying for a baby now or wait until we're more financially stable?,family
Really struggling with this. My child is struggling socially. Should I arrange playdates or let them figure it out?,family
I need to choose between two treatment plans. How do I decide? I really need some perspective.,health
